EntrezGeneID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1	MCL1-DH_BC2CTUACXX_CAGATC_L002_R1	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1	MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1	MCL1-DL_BC2CTUACXX_ATCACG_L002_R1	MCL1-LA_BC2CTUACXX_GATCAG_L001_R1	MCL1-LB_BC2CTUACXX_TGACCA_L001_R1	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1	MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
211134	1800	26	18	3	5	7	8	0	1	3	1	0	0
234358	2996	102	74	50	52	52	75	157	128	59	44	47	67
211135	2002	22	11	10	13	12	22	17	12	11	5	8	5
378466	2602	48	33	40	49	40	38	86	71	30	21	24	23
670593	1053	0	0	1	1	0	1	0	0	0	0	1	0
665578	1053	0	0	0	0	0	0	0	0	0	0	0	0
234362	2561	963	847	740	675	587	714	1185	1157	772	670	403	423
636741	1740	24	25	21	10	15	14	13	15	3	0	4	2
66869	3491	949	684	503	330	344	373	587	662	207	177	367	335
620419	2291	39	34	20	23	25	36	73	80	25	20	45	38
330788	5764	185	164	137	100	104	113	277	336	155	110	106	111
170759	3915	1477	1258	1339	938	680	764	1989	2249	2461	1817	1625	1742
78816	3925	253	307	166	168	196	186	447	486	412	385	201	209
53978	5701	261	186	147	113	133	123	139	178	160	119	39	37
80720	1347	3	1	7	2	4	1	13	16	1	3	2	0
68709	4022	63	54	35	14	19	28	3	8	0	8	3	5
234365	783	15	13	8	8	3	7	7	20	9	18	5	2
67184	1251	735	663	1142	1081	831	714	1214	1281	1015	1016	908	891
83984	1304	13	7	5	9	7	14	4	10	3	1	3	5
234366	5502	3102	2688	3028	2209	1318	1092	2793	3087	3109	2745	1035	1174
665649	457	2609	2200	2460	2112	1088	1007	2571	2333	2277	2018	1576	1664
74549	5372	1762	1416	1210	1040	1237	1397	2189	2347	1837	1863	842	824
70616	2287	769	565	623	563	580	636	798	852	609	559	388	373
107770	1418	17	6	5	7	7	2	11	13	8	10	7	8
100861688	1168	0	0	0	0	0	0	0	0	0	0	0	0
330790	3576	18	16	17	18	14	11	2	8	3	3	0	0
13004	7166	5	5	5	3	2	1	0	0	0	0	0	0
19727	3682	117	113	142	129	123	118	176	181	100	111	69	78
75692	1184	34	16	33	32	13	19	54	50	43	41	24	35
72368	601	270	260	259	282	287	295	402	380	335	303	186	167
17259	1342	6	23	9	15	9	12	31	30	6	5	4	1
234371	2994	759	600	814	793	718	748	713	779	537	463	415	420
73095	3172	218	279	594	735	442	397	92	155	173	186	209	179
76813	2199	157	140	165	136	122	107	249	240	203	154	132	150
234373	4337	788	628	680	571	515	538	677	827	467	392	273	290
100503831	450	0	0	0	0	0	0	0	0	0	0	0	0
26558	2445	327	312	257	247	214	213	281	341	232	230	34	38
234374	2100	512	489	454	394	266	293	643	774	721	550	294	365
59042	1033	1809	1545	1910	1766	1391	1237	2082	2342	2965	2823	2886	3059
14559	2724	0	0	0	0	0	0	0	0	0	0	0	0
93898	2724	0	0	0	0	0	0	0	0	0	0	0	0
19704	4616	3090	2856	2578	2088	1415	1404	2932	3135	2652	2299	917	1058
12845	2426	31	32	1	7	2	5	5	8	0	1	0	1
382056	5674	692	549	489	394	280	310	390	511	355	268	187	239
234378	3069	471	586	811	684	495	484	587	672	440	328	305	277
67937	1491	55	71	59	35	33	33	1	0	5	3	3	0
12931	1646	248	578	733	541	835	922	7	13	16	14	10	12
66462	657	484	338	450	393	357	327	459	555	527	458	371	327
22186	494	194	261	226	192	96	100	331	329	323	229	147	151
75620	1216	399	421	325	387	444	451	613	721	476	451	180	153
14232	1894	2777	2484	2715	2522	2480	2389	3099	3785	2675	2456	1485	1552
13716	3085	1747	1849	3483	2856	2263	1860	2088	2702	3290	3545	821	709
71780	1838	3652	2702	1854	1449	711	749	1800	2178	1539	1397	575	553
76900	1475	440	392	335	287	158	178	1125	1428	1086	867	692	759
211228	1273	1	0	0	1	0	0	0	0	0	0	1	0
23886	1084	246	270	169	152	144	131	135	154	24	43	13	13
66522	4882	538	547	537	425	365	367	1004	992	541	586	239	289
50783	942	731	562	649	499	254	249	997	1070	1059	824	643	569
16478	2878	22807	17005	13136	12895	12549	14339	30463	35642	27193	24393	18800	16025
637079	3989	221	358	170	220	391	271	9	25	6	8	2	4
100502950	1152	1	7	6	7	9	2	4	6	3	2	0	2
110385	3203	44	49	86	106	93	47	125	218	468	454	159	184
19339	1451	113	103	127	134	177	187	113	146	191	165	242	287
234384	955	174	158	215	197	160	179	355	447	836	742	896	923
65972	982	1982	2076	5793	4801	2069	1979	3161	3075	2953	3055	2395	2359
18709	3159	1384	1141	2423	2232	2586	2803	832	859	549	480	217	264
72093	745	85	82	138	125	120	121	117	85	165	146	87	95
546071	5334	828	628	612	463	448	642	1035	1037	328	305	271	253
16161	2873	11	1	7	5	8	8	25	19	13	16	9	27
70807	2346	504	289	237	177	235	255	441	451	501	328	529	523
84036	4042	48	36	61	58	43	55	53	57	59	42	34	35
442796	2432	0	0	0	2	4	1	0	1	1	0	0	0
234388	911	608	453	567	558	462	440	628	618	607	540	427	373
114479	2928	50	82	74	29	51	38	1567	7535	699	772	1648	2083
76808	1291	6682	7613	6896	5684	3534	3157	10071	11411	9089	8163	2949	2730
104370	98	24	18	31	26	14	10	23	26	20	24	11	9
270058	3274	507	411	542	444	292	301	456	585	237	214	69	58
100316777	94	0	0	0	0	0	0	0	0	0	0	0	0
665828	1633	3	3	0	0	0	0	0	0	0	0	0	0
69419	482	0	0	0	0	0	0	0	0	0	0	0	0
100042057	1028	0	0	0	0	0	0	0	0	0	0	0	0
76478	1670	281	233	219	146	121	124	188	190	130	81	98	83
17925	7297	2876	2516	1681	1501	1721	1613	1859	1836	1538	1398	522	526
67023	1085	1312	1808	1214	1276	1121	1199	1754	1862	1087	1070	314	343
77090	1652	156	132	145	135	177	166	243	263	379	317	394	426
13864	2218	1008	726	910	756	627	697	1182	1469	1144	858	570	582
234395	3549	214	290	96	95	144	227	55	68	17	12	20	29
68251	1592	774	683	724	680	704	696	992	1013	667	669	518	555
234396	2134	40	35	43	34	8	14	65	103	87	49	101	95
64296	1985	208	172	240	219	270	327	130	131	179	119	184	197
94065	646	177	121	230	212	156	150	260	284	456	397	281	298
66498	2275	957	881	1152	931	909	866	1017	1111	1016	870	523	574
382014	3757	460	321	241	242	299	372	756	888	523	475	281	326
70359	2800	330	246	323	285	293	272	453	445	498	444	338	372
84094	2016	1878	3025	588	730	359	461	481	726	125	118	71	66
665928	1243	6529	8371	5813	7473	4659	3362	3961	3645	1062	1504	182	147
69550	769	189	162	221	189	175	116	1230	995	1397	1417	679	530
73711	1062	575	476	468	453	425	424	1237	1235	1072	852	619	544
434325	1539	14	9	7	14	11	20	47	41	39	35	27	17
234404	2778	5	0	2	2	0	0	8	5	4	18	2	5
26457	2795	598	690	491	429	139	157	1283	2500	3054	4036	432	401
100861736	1189	2	0	5	6	2	6	6	9	5	8	1	3
66171	883	134	134	122	107	91	67	193	257	221	200	132	115
100861739	322	2	0	0	0	0	1	2	4	1	1	2	1
100037278	2482	83	87	85	65	61	65	130	129	94	65	34	38
234407	3181	3414	3615	3736	3175	2108	2232	2526	2882	2822	2483	726	653
382018	7960	15	8	9	13	10	9	42	33	9	19	5	15
16453	4085	243	325	189	161	70	85	1738	1826	842	850	299	281
16336	587	2	6	4	2	0	1	15	22	2	1	2	4
72297	2103	21	30	5	3	8	1	131	165	22	39	66	58
74015	3399	22	23	18	18	5	6	160	179	69	47	18	19
236193	3975	29	21	12	11	15	19	62	58	8	11	9	12
382019	5651	47	32	28	14	35	20	19	20	6	4	12	13
170938	2948	123	100	130	112	119	137	303	292	148	119	160	168
234413	2718	110	66	92	76	72	64	153	130	91	65	126	133
72054	1702	1	2	1	0	0	0	2	4	1	0	0	0
404315	1016	0	0	0	0	0	0	0	0	0	0	0	0
258532	945	0	0	0	0	0	0	0	0	0	0	0	0
258335	1080	0	0	0	0	0	0	0	0	0	0	0	0
326618	2082	10860	11671	8902	8745	9358	7310	6727	7025	4025	4087	895	762
17274	2012	725	631	788	733	787	747	1012	1079	1123	999	786	792
100861754	822	1	3	0	1	1	0	0	2	0	0	0	0
209488	1225	13	20	25	26	17	12	14	27	12	15	1	2
234421	646	1	0	0	3	1	1	0	2	0	1	0	0
67922	1921	1143	821	985	910	1049	1140	1635	1845	1904	1745	919	908
11767	1964	705	483	717	708	739	630	473	473	427	420	370	363
16598	1816	2326	1642	1046	1005	2652	3963	3470	3917	496	695	1068	1126
13859	4721	1493	1317	1625	1382	1251	1385	1437	1525	1152	1131	655	682
73316	1863	19	23	26	24	14	23	37	45	23	28	43	25
72254	2427	106	89	74	76	104	125	93	102	52	62	45	47
27967	3800	2467	2357	2216	1982	1547	1533	1499	1739	1436	1234	754	784
270066	7029	4443	4127	3733	3120	2911	2527	3220	3292	3002	2191	2685	2543
100503374	2994	91	78	68	60	93	88	28	12	19	12	8	13
70625	3040	1243	1000	587	566	476	559	676	802	425	420	188	168
66818	2842	1727	1481	1804	1480	1412	1223	2164	2019	2134	1857	1304	1212
74166	2096	295	238	194	153	171	150	179	217	128	103	103	69
319555	7722	26	29	43	27	29	24	0	0	2	3	0	1
20467	4299	2550	2725	2942	2812	2028	1870	2435	2964	2248	2150	988	1076
14065	1762	31	42	18	15	24	36	24	28	7	11	0	0
16795	3669	577	520	474	437	556	464	789	661	461	510	376	353
100628574	80	0	0	0	0	0	0	0	0	0	0	0	0
71597	1792	0	0	0	0	0	0	0	0	0	0	0	0
70823	3844	526	482	450	468	512	534	485	440	166	125	134	157
21968	2358	40	39	57	51	18	29	46	35	43	51	28	37
15368	1576	5052	10725	19258	20550	7410	4901	2500	4353	9261	8985	2561	1271
17218	3422	1330	1119	726	416	111	86	2027	1899	1923	643	1139	1100
75141	2810	106	104	221	122	34	22	21	26	33	33	90	43
666211	538	198	139	229	165	110	87	244	204	174	126	91	152
71831	2162	0	0	0	0	0	0	0	0	0	0	0	0
100039211	1537	5	3	7	6	11	7	2	5	3	0	0	0
110784	4087	534	624	659	522	1147	975	500	767	263	209	80	82
100503998	413	0	0	0	0	0	0	0	0	0	0	0	0
78514	3038	1234	1278	1091	1076	1119	972	843	890	1060	992	670	852
70345	1523	4	0	5	2	1	2	3	2	4	0	1	2
102182	2781	354	288	357	278	299	266	301	315	323	267	226	241
234463	2682	615	449	349	361	362	397	670	575	415	399	351	331
67357	359	0	0	0	0	0	0	0	0	0	0	0	0
13617	3643	197	241	196	300	236	284	83	147	5	4	5	8
73301	2450	0	0	0	0	0	0	0	0	0	0	2	1
18997	3212	0	0	0	0	0	0	0	0	0	0	0	0
100039422	432	565	649	477	488	280	242	722	648	538	512	269	295
19656	1725	1303	1199	1393	1123	970	858	956	1014	666	581	271	261
76775	3630	474	375	301	294	373	369	621	679	502	384	370	404
78651	3801	230	185	222	189	157	157	392	376	195	156	134	125
622675	7604	1402	1331	1618	1483	1644	1650	747	840	403	385	201	243
67687	978	1	5	2	0	2	1	0	1	1	1	0	0
109136	2843	193	160	243	223	302	285	244	273	168	175	188	172
234479	2642	6	3	7	7	4	3	3	6	12	10	4	3
17125	3049	2042	2823	3157	3168	2685	1956	661	829	622	549	160	172
73945	7327	3355	3238	3514	2498	2317	2044	2228	2146	2082	1861	814	735
24015	3813	3118	3158	3956	2880	1974	1718	3480	3331	3676	3017	3034	3256
68999	2802	117	118	139	112	155	153	121	125	80	85	43	52
100504383	670	0	0	0	0	1	0	0	0	0	0	0	0
15245	9078	26	11	14	9	3	2	0	4	0	0	0	0
14934	1827	0	0	0	0	0	0	0	0	0	1	0	1
74709	1758	0	0	0	0	0	0	0	0	0	0	0	0
333315	6626	1	0	0	0	0	1	0	0	0	0	0	0
93762	4639	3248	3176	2855	2344	2004	1702	2441	2478	1974	1709	740	648
14388	4859	2508	2492	2766	2753	2606	2433	2701	2579	2683	2598	688	588
100504605	1846	0	0	0	0	0	0	0	1	0	0	0	1
74841	4685	2047	2069	1842	1517	1633	1564	1623	1996	5068	4963	11098	8227
234515	4122	51	74	110	48	43	45	12	20	110	78	235	208
16168	1285	31	33	49	29	39	36	88	68	135	186	817	986
30932	1642	478	559	540	493	388	355	569	695	666	607	464	479
330812	9685	1312	1263	1232	1090	1041	1169	36	47	10	9	7	4
71310	5848	3162	2869	3368	2654	2657	2286	1381	1565	2775	2580	373	327
22227	1644	74	64	81	67	60	53	6	8	7	18	5	1
244548	4709	844	988	1588	1306	1007	934	386	459	329	290	231	243
67555	1292	0	0	0	0	0	0	0	0	0	0	0	0
12745	2278	0	1	2	1	0	0	0	1	0	0	0	0
56367	2062	370	274	434	447	378	359	211	187	89	95	75	87
258267	1096	0	0	0	0	0	0	0	0	0	1	0	0
66916	533	600	497	738	772	538	480	1059	1048	1259	1104	1135	1123
106529	1174	1873	1613	1836	1581	1598	1575	2256	2365	2779	2568	2733	2646
81489	2264	14304	12043	7594	8263	10528	10364	5328	6289	5697	7177	3869	3437
67903	1616	369	271	341	266	270	307	996	1225	1231	1047	759	776
19216	2082	225	188	132	148	147	130	444	630	550	464	301	360
320795	3538	693	550	436	364	328	330	1679	1701	2085	2024	1512	1657
68278	1659	985	923	740	534	296	288	1838	2183	2051	1891	806	851
26364	3253	556	468	237	292	370	386	737	886	218	228	103	102
330814	8188	1714	1327	1408	1186	1248	1269	530	709	360	265	160	178
100126034	2807	8	2	5	1	1	0	12	5	1	5	7	7
66929	1599	58	61	24	14	6	15	178	186	94	33	155	160
18747	2293	710	687	710	678	621	612	638	732	540	414	347	457
100862267	855	0	0	0	0	0	0	0	0	0	0	0	0
666704	2071	690	443	391	327	234	310	498	525	383	264	137	156
73453	1084	6	5	2	2	3	1	3	2	3	8	0	1
70134	1000	0	0	2	2	0	2	1	4	2	0	0	0
100316677	119	0	0	0	0	0	0	0	0	0	0	0	0
74337	2449	7	4	14	8	2	4	0	1	0	0	0	0
50931	2658	16	25	13	6	5	7	1	7	1	2	2	0
212108	475	1	0	0	0	1	0	0	0	0	0	0	0
100038416	1580	12	16	16	1	4	11	18	8	6	6	16	7
442802	1880	11	18	10	6	9	15	20	35	10	3	5	8
19724	4172	658	607	579	494	239	316	1462	1686	1405	1246	448	399
735271	88	2	2	0	5	0	0	3	1	1	1	3	1
212123	2312	680	486	473	390	244	308	891	945	770	575	272	305
244550	2080	2	2	0	2	2	2	0	0	0	1	0	0
212139	3288	599	453	452	389	466	557	760	793	702	764	504	590
74666	2494	11	3	1	7	9	4	9	13	7	5	6	4
244551	730	3	7	4	2	1	0	9	7	16	11	3	4
100049549	72	0	0	0	0	0	0	0	0	0	0	0	0
723819	89	0	0	0	0	0	0	0	0	0	0	0	0
387216	75	17	26	7	7	6	11	24	39	4	16	4	1
387220	87	23	18	5	7	13	18	32	44	12	15	3	4
723960	107	66	39	7	14	28	23	61	61	9	18	3	9
100526528	83	0	0	0	0	0	0	0	0	0	0	0	0
212168	4348	658	691	1253	996	653	638	2846	3076	4350	3534	1078	689
101966	661	917	967	923	815	779	705	1726	1692	2149	1821	1272	1293
67873	2149	143	93	144	130	87	93	234	254	169	153	92	91
67736	2099	100	54	52	61	73	98	168	145	102	81	90	75
12286	7929	122	127	105	108	95	154	38	55	28	23	22	21
15936	1522	15903	10842	9361	7785	7719	12858	10139	11913	5472	5072	6584	7937
66830	4304	2649	2040	2676	2119	1762	1757	2569	2701	2094	1716	1021	1007
212528	2186	1220	917	979	727	541	504	1706	1689	1371	1133	681	700
17095	1801	8	5	6	2	5	6	1	4	0	1	0	0
18032	3905	5108	4186	4517	4071	4651	4998	1294	1443	872	734	417	460
619292	723	2	6	1	2	1	0	3	1	2	2	0	0
23863	1680	84	112	46	43	106	59	27	27	27	31	31	26
100503665	777	0	0	0	0	0	0	0	0	0	0	0	0
102060	1734	278	217	275	234	161	159	311	381	294	250	186	206
19358	2074	1188	859	807	765	790	732	829	844	658	640	560	563
12317	1943	22917	16786	15726	12640	9100	8826	12023	13636	14423	11550	8976	9036
73619	479	0	1	0	1	0	2	1	1	0	3	1	2
66590	1829	1341	1313	1510	1217	711	751	1348	1375	1360	1154	668	711
71846	1373	103	70	96	71	39	32	157	160	192	102	140	136
270076	2177	435	329	251	205	219	238	552	585	711	577	1082	1157
16596	1534	3	1	2	1	1	0	6	7	7	4	5	6
13423	1643	78	54	53	71	86	69	290	292	178	188	209	206
56527	4922	18	32	34	27	31	43	52	65	45	50	54	59
100503676	695	21	24	28	39	41	57	60	49	72	75	64	66
234542	1908	19	31	10	11	21	17	3	1	2	1	1	0
69724	2044	403	365	251	267	268	251	517	501	390	314	273	270
21672	942	2430	2130	2492	2228	1681	1531	4386	4336	3722	3429	1852	1650
16477	1840	77054	51016	39837	35753	27148	42618	33111	36616	19280	20199	10800	12353
170833	2617	820	735	519	387	351	406	1692	1880	1365	1334	461	483
212989	2089	8	11	3	9	4	4	4	4	1	1	0	1
56495	1253	1066	818	980	779	730	776	1153	1258	1198	1078	786	728
68544	892	1130	1047	1232	1124	1013	970	1204	1398	1075	895	577	553
212999	4990	2128	1909	2166	1857	1905	1635	2271	2536	2690	2456	1391	1457
320466	2125	12	9	11	17	6	9	24	24	19	22	12	4
68628	1843	577	505	551	526	378	388	808	894	585	607	194	168
436049	328	6	8	26	18	7	6	3	7	6	1	2	0
330817	1332	337	291	333	319	216	217	436	460	355	353	176	215
67836	1238	254	245	239	200	187	200	407	389	319	259	157	171
414077	699	406	325	389	369	211	197	378	318	344	240	150	151
17159	4325	668	655	533	417	428	399	1193	1210	1039	1092	583	606
244556	2332	155	70	46	40	63	83	93	75	41	22	89	97
624855	2397	5	3	5	6	1	2	6	5	6	5	2	2
258858	939	0	0	0	0	0	0	0	0	0	0	0	0
65114	3169	2459	2374	3295	3045	3180	2778	3045	3318	3113	2969	1959	1918
56452	1654	462	405	254	198	168	192	492	518	269	181	126	125
213435	3070	8	5	2	2	1	1	0	0	4	0	2	1
66714	1595	198	165	259	188	195	191	237	258	195	202	173	193
108682	3596	1427	1647	2821	1951	1019	868	572	685	2214	1643	2800	3254
56445	2839	3185	3404	4177	3494	2574	2281	4509	4862	5103	4589	2614	2704
74513	5646	642	552	643	428	217	227	192	176	167	117	47	58
71927	3355	2025	2056	3035	2939	2882	2501	2360	2116	1299	1272	1102	1112
102093	4617	1335	1369	2123	2105	2119	1825	1784	1735	799	868	599	584
244562	4511	1	0	2	0	1	0	0	0	0	0	0	0
66887	2942	1350	1241	1594	1906	2105	1972	1180	1268	1069	1147	934	969
20437	2114	839	848	872	905	708	605	884	811	715	646	185	163
666945	1362	26	28	17	42	45	47	7	11	18	18	10	17
80750	6469	1339	1619	1202	1052	865	775	3019	3413	3394	3165	1002	730
100038706	839	0	0	0	0	0	0	0	0	0	0	0	0
100503751	687	0	0	0	0	0	0	0	0	0	0	0	0
12404	2335	3	2	2	1	0	1	1	2	2	1	0	0
100040294	682	0	0	0	0	0	0	0	0	0	0	0	0
330820	1023	0	0	0	1	0	0	0	0	0	0	0	0
94187	4907	129	211	645	556	223	236	20	31	25	22	14	5
382030	1832	380	364	348	320	376	404	512	605	419	380	223	232
234549	3146	1217	1230	1358	944	705	560	1117	1156	1094	850	524	528
77265	469	7	13	15	8	10	3	14	6	3	0	2	3
214627	4624	1566	1184	1413	1133	838	856	1232	1201	1357	1147	521	544
100503817	1459	0	0	0	0	0	0	2	0	0	2	1	0
11513	6330	1025	1334	129	95	20	32	25	24	10	12	10	7
26992	2370	707	682	808	655	639	614	684	863	710	582	380	355
93960	4459	2099	1385	2310	2133	1306	1209	13	19	20	15	2	2
71607	1434	10	11	17	4	5	6	3	7	1	5	4	2
100862404	447	0	0	0	0	0	0	0	0	0	0	1	0
257632	4621	368	385	281	335	315	195	461	501	724	678	847	594
74256	8250	1651	1305	1525	1082	1588	1552	1780	2354	3008	2710	1315	1120
58198	5258	0	1	0	2	1	0	0	0	0	0	0	0
100041089	784	0	0	0	0	0	0	0	0	0	0	0	0
625801	321	1	5	2	1	1	2	3	4	2	0	1	0
244579	3195	13	13	1	4	0	5	182	205	30	33	23	8
100503868	979	218	157	148	158	166	172	3	4	0	1	2	0
109151	11517	2636	1932	1953	1667	2358	1891	1886	1730	1175	845	1036	1044
19651	4888	1010	1024	801	893	1347	1331	645	663	426	470	562	505
14339	2165	332	242	247	186	240	228	926	840	871	996	503	443
244585	6969	215	194	215	188	222	198	186	176	87	102	63	59
26383	3558	2384	2380	2817	2547	1939	1753	1796	1840	1519	1278	924	879
320798	3237	0	0	0	0	0	0	0	1	0	0	0	0
16373	2363	1921	1799	1948	1868	1036	1115	5050	6582	5704	5261	1229	822
71296	1243	215	201	250	204	136	196	274	334	384	351	132	123
54352	2403	1189	1128	1129	1058	665	703	1561	1812	1822	1686	336	306
64379	2380	9	4	9	1	3	3	6	11	12	9	2	3
17390	3041	5661	11971	4646	2978	1619	1802	86	165	78	50	61	81
270084	2800	224	247	219	169	130	167	65	79	66	39	38	36
69543	1015	5	5	10	4	1	2	0	0	1	0	0	0
20538	6073	56	95	100	98	34	47	0	3	3	2	0	0
244595	1980	1	0	1	2	0	0	0	1	0	0	0	0
382044	1965	0	0	0	0	0	0	0	0	0	0	0	0
13884	1840	0	0	0	0	0	0	0	0	0	0	0	0
104158	1966	3	3	0	2	2	2	0	3	10	4	6	25
13897	2073	0	0	0	0	0	0	0	0	0	0	0	0
234564	1915	0	0	0	0	0	0	0	0	0	0	0	0
12623	2289	0	0	0	0	0	0	0	0	0	0	0	0
75704	1871	0	0	0	0	0	0	0	0	0	0	0	0
67935	1728	1	0	0	0	1	1	0	0	0	0	1	0
14681	7732	56	65	50	65	101	81	42	41	18	21	27	21
75809	1862	0	0	0	0	0	0	0	0	0	0	0	1
23802	3678	2639	2417	2975	2605	2349	2189	2476	2604	2177	1993	1371	1374
100861639	858	0	0	0	0	0	0	0	0	0	0	0	0
68219	1111	269	220	252	187	132	144	300	287	240	196	53	64
100861643	471	0	0	0	0	0	0	0	0	0	0	0	0
270086	5311	678	638	678	530	466	429	989	953	1098	1181	699	769
67378	2947	322	395	358	352	415	415	338	343	107	107	47	50
17752	391	2	4	1	0	2	1	2	2	0	0	1	0
17751	538	1	2	1	0	2	0	2	2	0	2	0	0
17750	556	67947	72583	63621	69489	49187	40597	27276	30741	31952	30278	21305	17621
17748	542	58537	60881	64477	64852	48059	42478	25387	27646	28759	26844	24241	20302
71805	2928	1015	789	1133	862	655	561	876	933	732	479	304	314
723956	71	0	0	0	0	0	0	0	0	0	0	0	0
20497	3300	12	3	2	2	4	2	0	4	0	0	0	0
64209	1871	4037	3136	2478	1919	1728	1724	1019	1299	1051	567	944	535
320377	1538	10	1	3	7	4	5	3	6	1	3	1	3
434341	6945	849	955	1741	1533	699	374	264	340	495	409	119	60
234577	2302	372	417	520	383	395	364	36	45	68	75	10	15
102122	1800	609	487	455	378	416	479	661	624	580	457	363	355
67610	3849	781	776	809	641	664	525	546	608	508	421	277	267
107566	2030	811	711	836	741	745	680	1091	1014	555	502	291	310
67801	1889	18	17	8	6	7	7	64	97	2	3	11	8
20299	1811	2	0	14	6	5	5	1	7	6	3	0	0
20312	3144	10529	8042	10107	7844	8436	8343	6387	6104	2197	1690	523	533
100861664	759	1	1	1	0	0	0	3	1	0	1	0	0
20295	514	17	6	13	14	12	15	13	13	8	1	1	4
109006	4327	445	397	422	375	337	315	547	609	718	601	498	561
67914	1693	368	329	386	375	381	443	544	610	907	731	1261	1311
20021	1580	395	294	364	348	339	306	296	333	229	171	161	216
114255	2604	450	406	286	262	408	371	315	371	184	145	184	242
234582	2304	337	273	382	381	427	435	121	126	46	46	13	23
382045	2820	1	6	2	1	1	4	1	2	0	0	0	4
14766	3864	9822	9141	13201	15214	13334	12047	1362	1665	1226	978	595	664
54672	2439	177	205	131	184	166	111	130	230	137	142	10	14
330830	2832	27	19	9	18	20	15	0	2	0	0	0	1
74187	3425	471	285	303	267	286	322	367	402	231	226	164	163
16582	3762	1616	1168	1623	1577	1328	1128	1319	1216	609	791	111	108
333329	6686	16	59	10	18	9	14	42	78	17	59	6	8
73407	967	6	5	4	4	3	4	1	1	0	3	1	2
79233	4107	481	405	352	257	330	359	478	613	416	379	128	142
101985	1764	418	356	291	312	375	336	534	640	383	385	381	434
17388	4279	550	409	757	556	625	654	6325	4958	1732	2004	384	414
14894	1295	813	708	745	645	582	670	1105	1102	682	687	387	407
13000	3766	976	1062	1161	968	674	601	1253	1352	1111	1101	383	413
244608	1271	3	3	5	0	1	3	14	17	0	1	1	0
70993	1152	0	0	0	0	0	0	0	0	0	0	0	0
78833	2412	57	39	33	19	14	34	68	67	36	31	43	46
234593	2966	632	542	495	431	558	589	23	39	9	5	8	3
66083	1669	326	266	207	217	189	165	401	407	314	231	209	238
234594	8375	4479	4199	3776	2968	2817	2787	5247	5241	4950	4222	2399	2443
319960	2803	25	43	27	19	24	11	17	20	20	12	5	6
100041953	801	1427	1244	1064	888	689	677	844	887	665	555	401	454
234595	3282	278	198	190	203	247	301	241	295	254	370	164	175
14719	2345	1437	1352	2039	1749	1403	1225	1281	1427	1854	1593	998	933
100499527	64	0	0	0	0	0	0	0	0	0	0	0	0
12564	4301	0	0	1	0	0	0	0	0	1	20	1	0
234624	3219	0	0	0	0	0	0	0	0	0	0	0	0
100042069	1650	6279	4698	3640	2779	1763	1868	5301	5226	3214	2385	988	963
100504084	798	283	233	231	186	221	200	239	251	290	254	159	172
12552	4216	189	202	325	222	441	389	13	17	3	3	2	2
100504119	1695	0	0	0	0	0	0	0	0	0	0	0	0
71058	868	0	0	0	0	0	0	0	0	0	0	0	0
12562	3986	1104	1696	597	620	537	586	225	408	100	65	57	65
100861701	894	0	4	0	0	0	0	1	0	0	0	0	0
65115	3392	1	13	2	1	3	1	0	0	0	2	0	0
57813	2400	175	118	89	78	99	121	338	379	130	144	145	174
75458	2098	71	73	79	75	75	67	111	121	51	39	47	36
320206	2937	36	21	19	14	22	12	79	63	38	35	11	11
73381	1084	11	2	2	7	2	3	3	5	7	1	12	18
100504164	1130	0	0	0	0	1	0	0	0	0	0	1	2
75502	865	1	0	1	0	0	0	0	0	0	0	1	0
68119	1616	679	851	835	721	990	881	422	568	405	467	59	61
97487	7734	1023	998	789	665	855	726	1775	1921	1329	1056	1196	1160
234663	4633	2448	2080	2136	2255	3303	2800	1762	1997	1383	1315	668	625
320022	2950	18	22	20	48	28	33	30	38	7	10	8	4
234664	1808	775	650	843	805	924	832	853	876	637	548	251	306
12354	1538	34	46	16	13	11	23	15	15	7	5	4	1
628007	206	86	79	88	65	54	49	110	120	109	110	71	64
382051	3498	204	110	74	45	148	158	92	82	28	14	158	162
12556	3318	0	0	0	0	1	0	0	2	0	0	0	0
56437	1575	955	950	415	350	270	230	496	512	274	267	18	11
68523	680	490	395	441	398	400	360	529	553	305	305	149	167
102022	1964	0	0	0	0	0	0	0	0	0	0	0	0
442809	3551	0	0	0	0	0	0	0	0	0	0	0	0
234669	1895	3	7	3	1	1	1	0	1	1	0	0	0
234671	1970	0	0	2	0	0	0	2	1	0	0	0	0
667754	1964	0	0	0	0	0	0	0	0	0	0	0	0
234673	2699	5	10	48	29	8	16	0	2	0	0	0	0
71903	1823	0	0	2	2	5	2	0	0	0	0	0	0
72361	2859	26	40	14	7	14	9	7	8	1	1	1	1
436059	1677	0	0	0	0	0	0	0	0	0	0	0	0
382053	2049	0	0	0	0	0	0	0	1	0	0	0	0
13909	2065	0	0	0	0	0	0	1	1	0	0	0	0
